x,y,color
196.15037373222435,156.10252804106685,0
251.91776775682564,172.887050441506,0
226.85942621430115,142.81942501747838,0
194.9604453995276,153.5245610708846,0
214.77057581083432,143.04983216081192,0
206.09118625125046,151.2111684494999,0
230.35704247377163,142.3036890033629,0
248.71052879138784,158.01468243106308,0
241.21637202030502,127.69154470585514,0
253.985079822748,170.17648857887255,0
207.70677489640116,153.02542589600085,0
241.20578363145347,155.2004192617285,0
242.64511293575984,148.8053395087659,0
180.6586788630823,108.19249150983565,0
209.11766746446648,128.14188465905337,0
222.54322724134514,151.3658574012627,0
190.54157190459503,141.59288320170512,0
229.59737268310664,158.11290387621813,0
228.56048021254347,129.07607615738704,0
240.99719220922714,162.02245879588872,0
236.6776888016544,107.85236690624663,0
207.31949358716352,155.20473945180575,0
198.38421645563457,155.46819306634998,0
193.91961212180323,133.67080818810695,0
223.2531151203955,156.03185059149445,0
182.3644639651304,147.20744951602572,0
187.28310242754836,116.10048963742092,0
214.6418059165494,114.76787250587435,0
239.78853269280785,159.89659633027975,0
189.28928594584156,130.21814229704003,0
204.89426636820411,171.91795700604393,0
199.25582815247043,149.89446561782472,0
222.84633053730533,109.98198970205277,0
198.1364823529633,111.67908272635161,0
215.7616539258383,132.09179384291178,0
235.99331092212614,151.47021112329304,0
181.8323862171057,105.58336649472784,0
170.1687992158374,117.57005324644817,0
193.11166557009136,138.702510311125,0
177.52657589764075,156.0622491992358,0
183.19819176890357,163.25459292364286,0
167.47576744033725,139.5049018010586,0
167.1280255194159,134.63112194492425,0
162.1129730378128,162.40067252515362,0
162.50462474982533,159.94521216916837,0
210.21444114915175,147.79365510091398,0
170.34580225496302,142.16456625337185,0
211.97047074616358,150.95106068210652,0
163.9701979675482,123.43601417835106,0
216.48634004020943,142.75006792869556,0
223.95340149052282,164.36351709062706,0
214.7636453343883,175.9599189680718,0
187.10982850933135,116.91903088207187,0
198.08531012138104,124.61601319217175,0
180.94877512124583,147.8855008985465,0
193.59486539674273,139.18021032706537,0
171.98609841548037,153.26015407065375,0
194.28812038863157,147.5740718300217,0
166.0907470600266,117.18569968764423,0
224.8840799399499,153.23306106706093,0
160.41107895445657,157.4295074795955,0
176.31798739165905,174.25838880165296,0
153.59856555758648,159.50315536347364,0
164.60719459278224,165.8018474330537,0
198.64945123720025,136.78408289534855,0
194.79250428769026,175.78229708445565,0
185.3160085446549,139.50108313273765,0
171.12012505771838,179.81665816854365,0
155.90554421852067,168.2691085159242,0
205.18461263895853,121.61553823020255,0
183.39782812046982,171.63463601977264,0
149.78938159872413,126.21653690934295,0
166.41386751992636,172.22631751768944,0
183.47779848321022,156.79191200597432,0
152.12162393603947,173.0587015624855,0
155.52257509914807,155.52085912890905,0
187.86890403261629,146.73167335250318,0
183.05257447852216,147.3461990123993,0
181.77395003852857,148.8061455117828,0
181.28415181702653,126.44271362551729,0
166.937792459323,155.71346691313352,0
204.04016808933292,165.85390462745693,0
156.7827222732415,149.02484828758708,0
177.04708486446188,171.64617377775636,0
182.33412478409423,142.56185389285747,0
184.1922113853584,155.53328177904476,0
210.9651511491568,136.57487016016196,0
178.22526296776806,191.11969299075622,0
191.70470026926154,162.13237420602673,0
162.92163153607572,142.90514540232763,0
176.43103640051908,140.4321794816244,0
210.97485719374532,139.21350426703026,0
142.2727528424077,140.94523038312693,0
171.90006242253176,140.9407520181727,0
157.28973837046388,195.70700514229077,0
192.48472788640515,202.92758624767015,0
200.9956726195425,187.29763860978164,0
197.19924093753716,156.0493822060829,0
146.82035882597302,172.16022846841025,0
181.41572210122806,166.70090405870033,0
203.24199944248522,184.4199653561356,0
184.0149047869092,206.12286548302558,0
204.8758935432594,183.25190419508698,0
183.4272832218114,168.5539269423925,0
199.9130587665629,171.41064848175057,0
151.86066942970126,195.08345372668464,0
186.61184584442742,163.2594559358775,0
204.66224862416743,178.2933488790547,0
198.8099145804652,205.00174188713726,0
200.83207734633612,196.46045235202746,0
189.81404306770827,161.32680829481384,0
202.83858631546465,191.9140036587907,0
200.76876480279898,190.10572936953255,0
142.4787514093396,217.51745126403068,0
151.14746280333114,208.60440165730446,0
203.12377174752402,192.12154443133502,0
147.54960413423206,154.74118291587726,0
176.42678502432375,176.9553716350829,0
167.51437965623202,210.18012101210275,0
176.2679321647513,194.51080480352533,0
177.13885802758097,192.69093871402677,0
169.76946104833576,157.80241992328683,0
145.5148506739233,216.46295093553186,0
205.24696644121153,163.99184963438177,0
183.77682605588961,186.63652479346197,0
157.4097955309536,191.45652816533797,0
181.12143878414497,167.03130607443327,0
171.51056039196857,188.20490976879728,0
193.85468395579812,179.5834883145308,0
208.54900317203897,156.20250580226647,0
167.4963150697883,163.86000734883066,0
211.2445760231403,190.6036885967149,0
214.90811666114857,167.1602109358049,0
195.29026972439254,215.88411338746425,0
187.11888607282557,184.6177135209016,0
194.30818946823834,193.55163499106848,0
199.71218557935126,209.90996322027576,0
194.90940443039415,179.44764028528695,0
185.78900311637477,193.86421989420958,0
182.58169429382593,167.93493837050886,0
155.52493904552807,216.8244350364047,0
222.5639972847969,226.9661831137579,0
166.28997163685204,179.5456367018982,0
165.87017001446313,210.8914746130617,0
218.35719566313338,224.38338562766648,0
180.30989302930382,173.34774904132982,0
225.17047256848758,204.91251979410595,0
171.21066317558189,211.99162064200175,0
202.70260519918193,184.2036146528837,0
185.06280983914525,195.56687110928561,0
189.07118699759673,221.68568246361835,0
173.5547121798792,214.23240689835728,0
