x,y,color
489.7339216981944,262.8612095137032,12
483.49041627609034,261.95623510869416,12
486.3151712750444,263.18492851695754,12
495.3256959551801,268.9614652018821,12
495.01691287300366,260.52164444133064,12
482.68526946783857,276.54865435534566,12
479.2951266805402,273.18867180111175,12
479.4508404347169,274.6263647891992,12
491.737921844488,271.9256500647331,12
499.2072793400091,272.87173163651613,12
484.2341656298609,266.9646300464783,12
492.6917072363065,264.5353037759761,12
498.46926177389787,278.3669518131037,12
494.35127865960396,263.0388809116837,12
478.7748892221167,263.69586244862245,12
481.96252984652483,271.71980305026403,12
498.37816573997674,273.396134882083,12
482.69107518764423,260.6233254182545,12
482.8539626737626,259.37015430213063,12
495.60549124125686,273.74622777406495,12
492.6878157456647,274.5459631213021,12
495.9183603072432,273.4315370392582,12
489.39391684073337,276.79680602598233,12
483.1105415919663,266.9051709436216,12
496.74197120177405,263.9899286814928,12
477.1545768711144,258.49114878817437,12
494.4739056689426,258.8013885114018,12
476.51237558509257,260.73670425409784,12
493.50977231434643,260.1318484971514,12
493.63512674146057,263.49015077868785,12
493.5577288349998,270.7540633940314,12
490.82170850174145,258.0243249917826,12
492.2534861960298,273.8797728996347,12
483.3596027374259,256.5230896141225,12
476.8860722455926,266.82122092942626,12
479.7023096999021,265.3787934591496,12
489.9598894187091,265.5779418285484,12
485.2163534833207,265.36047240116386,12
495.0570451428847,274.90953986106354,12
486.8191580358569,272.5288550573652,12
489.26146926230786,257.3660786490789,12
487.95777354869176,255.97005931274185,12
487.89421211008056,274.4072323445443,12
491.2286947302678,271.172106674804,12
474.88770192763394,256.05198759304903,12
487.63484445932653,264.0894100224043,12
476.4794226767768,266.82156612925644,12
492.57073935609657,260.24665254320536,12
484.91198737474036,258.901362091492,12
490.74907601486905,271.8913018143849,12
485.78440859041115,263.1437796168799,12
488.48989007683906,258.8616760392286,12
494.67405272082726,271.10611790573427,12
488.29450080883237,254.250401027388,12
487.9789817354235,252.28446549035039,12
474.396598833186,256.7239072229643,12
493.7260417916519,261.93641453324767,12
474.7372179552124,246.79457886435804,12
490.72899840183675,259.07587163364246,12
485.627547734181,245.80149354728502,12
487.41999112396036,260.5892036932006,12
482.91592730884014,247.01408737928216,12
472.16720772612973,252.03132330939803,12
489.6652980404231,258.33036716706016,12
486.62177665495307,251.4624643029232,12
476.3647632267667,265.90150967848706,12
485.22617761942286,265.5902957211148,12
483.2522889694383,250.9790075845842,12
487.1910793007854,242.85512476370323,12
493.9428334872397,258.3175325875989,12
482.68560845568857,251.8424609724906,12
479.7660946159077,240.25868947894958,12
473.05505104375055,260.8783163662145,12
493.6899847107751,242.08488593611523,12
473.215747119905,239.0845322474545,12
476.38114251718116,255.93100395531866,12
474.33032278516504,243.94141124543142,12
488.708391825069,246.1824968431026,12
