x,y,color
331.0728962776903,264.9913793308111,11
328.7184959840498,247.53334523680238,11
353.9375463866984,256.53858778643536,11
364.04015650115457,257.23609940388815,11
326.0739027386432,240.4098346863614,11
351.39555479518674,235.46225410793883,11
346.17550737132433,238.18286649296874,11
336.11896653481386,238.30428411672347,11
349.90002474604097,266.1549636537544,11
355.30181240185084,228.76512575873903,11
360.0825162053921,257.574770781119,11
372.2363537747246,233.68637810912833,11
363.20062933112496,244.4396390926674,11
356.6332834329985,225.00590488114335,11
337.2541903183628,231.77657884683458,11
364.0330507535557,236.93478400032754,11
332.75777649234493,242.30948132050275,11
363.7418498083163,231.38337468492827,11
342.11289307504177,261.2823312578307,11
364.6948959778308,224.81801726893391,11
345.87607761786103,235.88848759988724,11
337.75115248443467,237.48569315355755,11
361.179894261726,249.8525381404914,11
364.39612842662245,256.35204992896547,11
374.7521187843793,258.5062546846875,11
366.2557410046768,237.80202927297566,11
354.82281940141877,252.40943922040447,11
339.3600924494061,254.6116539428272,11
363.91490422752605,268.5657738760191,11
337.6106754567804,252.52686852887535,11
370.0036288207413,259.01395096594644,11
364.4011731234668,229.83800273614474,11
365.6651198258857,258.1150666987931,11
341.8823043440482,233.3049249338682,11
347.8114396779074,248.5205245718718,11
353.3810548723873,243.13856935358768,11
369.1806863649394,239.09172118286085,11
359.50357251326807,247.83153197332356,11
341.01892798804477,253.4183564166977,11
357.73981799381846,251.20701549276072,11
364.9225019694482,261.6372196556888,11
342.12990140144876,255.27981835043428,11
352.6466914351706,249.01118000594937,11
377.71703990588065,242.75897316298838,11
375.2489529519712,274.170492846996,11
339.6237792716772,233.7099868802563,11
362.4267489744979,270.0296431852071,11
341.4515385747153,249.4166067832442,11
352.60699588784473,274.2674480343872,11
344.10639461879214,273.40411334854304,11
357.8367777059352,253.6742847387841,11
338.5548171814595,255.29569081031232,11
345.1609004295576,252.98861245227062,11
379.3588030373675,279.5348537444855,11
374.95083758322414,280.9573837508587,11
352.0103571307805,256.1034598187314,11
374.31483838530124,257.60119219219575,11
337.25969199566646,285.77985784067295,11
371.92956619553297,260.3922084745174,11
357.38662259775106,259.7136096287014,11
368.9997761634946,249.80996218232633,11
341.6836895339704,259.27990453316244,11
359.9742308329057,282.69040138135273,11
360.02344150221467,265.88135157020724,11
345.6899029257448,288.891537747338,11
341.0760779725124,290.9977088715396,11
346.87139291933715,248.41515237485925,11
376.71357823086754,248.4028427237429,11
338.0934619781917,271.68820885955495,11
361.2844462907113,280.4163123762742,11
360.8957102427901,282.6383069812815,11
376.80255034279173,290.6331776827372,11
365.25640024884325,281.8034833887924,11
352.7914474231176,267.54668444636997,11
341.7155302834839,277.97611701846273,11
371.42288424175996,254.2588494661744,11
371.45973896217725,291.4698764010492,11
351.7407532113334,265.91024505264807,11
347.33840373159387,253.02216482007037,11
376.05807086330753,258.3776429819148,11
345.3232710845763,265.4716433417563,11
358.0907185362967,251.08170549344575,11
346.8693475007402,289.3773501209003,11
352.5354920908967,291.5392580329029,11
348.21575347651674,290.07078025249956,11
363.90491726423244,284.93256243196333,11
337.0773437761406,272.1455587526197,11
360.8956724817483,253.42990030601942,11
373.79866010403373,249.99293108873235,11
371.07729801346653,264.2382257359198,11
331.20632990191865,270.9098781296593,11
369.06025281941555,258.50050860563607,11
363.69495965592364,273.3667417982047,11
336.9653382632347,254.33181129398184,11
347.2652400550305,289.30910028201674,11
358.3162069842821,290.1254373727653,11
335.5488951686592,271.98810432437296,11
369.72435306994544,289.596792417218,11
338.03107457527096,255.66118980460374,11
346.46823167372014,272.1696899057982,11
336.6652975491906,261.6609661121713,11
331.3345953655356,260.47085118059164,11
352.29904170822925,250.12796388512749,11
360.5371533783797,286.5309274286059,11
360.1408755100128,267.52113792429867,11
366.5448163076526,275.1451453470212,11
324.6347317495596,266.0020465334571,11
346.0765618123743,264.1697458141938,11
363.52127607041734,287.48399975380977,11
330.04796373211457,270.8963184899548,11
338.5020827673543,274.92222856032413,11
346.1589387680156,257.39650883358075,11
343.10113380179297,255.08564929736013,11
348.03746792937716,267.7735428779584,11
356.6683742561,288.49533848642795,11
345.5982173108744,253.8508287734409,11
345.3068037309752,262.4650619856701,11
359.0125100860709,264.09939677211753,11
324.5191604548921,276.16440666064835,11
335.29415928463226,284.36326565716195,11
348.3442506811581,291.8155611250553,11
349.2236519962814,260.4797865020476,11
355.6705954786172,256.0586648490396,11
345.0650672934593,280.1678625302957,11
315.42970494858076,279.10002951562603,11
315.8864381442104,277.33568317288945,11
331.74709442826526,245.43660866309637,11
331.01597597219563,258.23960363191645,11
344.4127875470841,252.58162821238858,11
324.60808147600505,270.20510146666453,11
357.68131409935677,280.8781917463569,11
316.3760447071225,243.425747481257,11
328.6947519235472,275.30654561968726,11
357.80984128657684,257.6303025568512,11
331.8170449498469,246.81989508894017,11
328.3789375383802,260.04311367680276,11
318.22124207277517,244.01337028918343,11
332.450291398263,247.72112948483345,11
316.74915747437313,245.5349536713968,11
317.58609527973454,272.83690266617657,11
321.0178575632755,250.62766244842732,11
319.8440345289075,269.7544069878147,11
339.04189420675226,239.34280945419457,11
333.04200468570195,246.26622957799913,11
329.62247068601437,264.17819377368227,11
346.0233914869623,262.345104211921,11
336.1350274351213,258.676830837415,11
332.6754598542689,269.40122431725683,11
336.7952746172016,275.41557062572275,11
333.7504022372363,262.7329625204491,11
319.80726512981704,262.506546476209,11
314.1899123445222,244.6821976137161,11
329.21126513014264,273.4424290678406,11
327.130895319976,276.44610155163457,11
351.7278394335462,266.2150031131991,11
332.0846521225676,241.58212324587186,11
329.67293634130147,264.91779199179484,11
335.60305259787856,232.36799110309678,11
355.68728787241014,265.116158727275,11
325.61228241657335,237.07008481651155,11
344.1691947223372,239.12362403243588,11
330.6406583266113,252.77878918028335,11
347.774296852598,244.85400045090032,11
343.8567769719466,234.32509538068405,11
351.3177244059656,273.42912195790717,11
333.4044365079726,249.96839283555354,11
324.73927906656326,249.6628247901878,11
345.50867506663985,252.72082947160376,11
326.4577042150517,240.40357549981158,11
340.13330008764046,261.60405376977496,11
350.7371360491736,231.787377464546,11
339.2220331914653,236.16388986690595,11
327.27663434592733,270.4509553723869,11
340.71696795083767,254.3961742318895,11
319.1448217442351,249.55972058472898,11
342.0806241833453,260.349954832602,11
345.7821583178785,241.399831481576,11
345.08787151228057,236.97397438021946,11
342.6858825445096,247.6466747444407,11
352.13276011161065,237.70106381942398,11
328.62905136050676,263.40225003126477,11
357.70171985976856,225.9128046766202,11
358.3134855791539,253.03195201188248,11
324.6944750558134,231.30026210974532,11
322.7623179142859,245.91054333853538,11
327.35421123361755,236.71004879229497,11
329.78075350569617,226.91225675235864,11
322.8525067228502,262.5673085816818,11
361.95587555069244,250.21964756060552,11
367.72528975536363,240.51809435764358,11
360.2478583790142,263.28532640349835,11
341.01066273999163,251.1851973561736,11
354.6358871490304,239.26633206450484,11
339.79152278089384,252.0032908875353,11
346.3606507862981,242.58565295275622,11
363.4506195309401,249.6351117622745,11
361.42149365604183,240.80086238562978,11
345.8387312271625,229.86390053089423,11
327.2138077158223,255.48041694529937,11
357.86251407054465,231.7261401319582,11
366.247247122138,236.0576943979005,11
339.90329832157613,250.8200781612924,11
370.27402318576736,243.01518813271457,11
364.29443855296114,238.8590393771104,11
352.56014209794665,222.09009497171465,11
342.525409006209,255.62349930409215,11
337.66071796273116,236.55707527261222,11
368.9975919993448,246.20150108896988,11
353.37153106038744,234.53538120571963,11
344.49313161478,242.57764320967317,11
365.9860195996449,233.77347916855229,11
370.7324075634665,224.0963383313166,11
371.3217868751272,252.04270573009188,11
336.4324392379154,224.76403555397374,11
334.0424982174716,228.07766435564133,11
372.4046806363901,226.04411933627063,11
352.20535528048504,242.19729440262833,11
